Name	Latitude	Longitude	Category	Checkins
MTA Bus - M60/Q70 LTD/Q72 - LGA Internal Roadway/Parking Lot #1	40.772782118	-73.8759468489	Bus Line	82
LGA RW Crew Room	40.7732228949	-73.8765038524	Coworking Space	35
Southwest Airlines Ready Room	40.7721437201	-73.8741150425	None	41
The Landing - Valet Parking for LaGuardia International Airport	40.7696055521	-73.8759219646	Parking	4
West Jet	40.771823713	-73.8757458678	Airport Gate	455
Famous Famiglia Pizzeria	40.7718061374	-73.8736384255	Pizza Place	121
A Taste Of Artichoke	40.7711832441	-73.8734489269	Pizza Place	23
The Centurion Lounge LaGuardia	40.7745040292	-73.8718984766	Airport Lounge	4254
The Unified Consciousness	40.7726757109	-73.8738336664	Monastery	4
tully site ditmars blvd	40.7708282471	-73.875579834	Event Space	20
Rahinas	40.7701793721	-73.8754932056	Brazilian Restaurant	7
United Baggage Service	40.7717681601	-73.8725186582	Baggage Claim	27
Rimon Office	40.77174901	-73.87378122	Building	2
Crazy Popcorn, LLC.	40.7723518784	-73.8746881485	Bakery	1
Sweet Dick Willie's	40.770540885	-73.8722717342	Cupcake Shop	53
Port Authority Police (LGA) - Gym	40.7722056305	-73.8755621135	None	73
southwest airlines	40.773330057	-73.8760731797	Airport Terminal	79
Red Mango	40.7702658828	-73.8764923678	Ice Cream Shop	4
Silvercup Studios	40.7726891219	-73.8754587517	Performing Arts Venue	6
Marriott Shuttle Bus	40.7690906633	-73.8673676459	Bus Line	88
95th Street & Ditmars Boulevard - Hotdog Stand	40.7703287082	-73.8759970665	Hot Dog Joint	14
NYC Taxi 9T90	40.772067	-73.876547	None	22
Le trianon	40.771235	-73.8729272	Residential Building (Apartment / Condo)	4
Cristo's food doctor	40.7703514099	-73.8757019043	Food Truck	40
Route A Shuttle Bus	40.7730986287	-73.875912395	Bus Line	53
NYC Taxi 9T55	40.77266	-73.87679	Moving Target	10
TSA Lost & Found	40.7730010044	-73.8764579141	Office	28
Afaze	40.7699343175	-73.8760616951	Accessories Store	12
Young Chess Player Research	40.7731616359	-73.8763775219	Toy / Game Store	6
NYC Taxicab 6M38	40.7731636974	-73.8763258412	None	5
ABG North East Area Office	40.771019511	-73.8781518846	Office	59
Figi's Cafe	40.7734012363	-73.8740059375	Café	56
LaGuardia Airport (LGA)	40.7716531197	-73.8676929474	Airport	1359068
Parking P2	40.77293688	-73.872628212	Parking	652
Baggage Claim	40.7711818598	-73.8659763336	Baggage Claim	124
National Car Rental	40.7701987032	-73.875144124	Rental Car Location	2667
Air Park	40.7705552479	-73.8703824688	General Travel	557
United Baggage Service	40.7717681601	-73.8725186582	Baggage Claim	27
MTA Bus - M60/Q48/Q70 LTD/Q72 - LGA Internal Roadway/Terminal B (Central Pass Term)	40.7740383768	-73.8722602494	Bus Line	508
Sweet Dick Willie's	40.770540885	-73.8722717342	Cupcake Shop	53
Terminal B (Central Terminal)	40.7744984011	-73.8718927341	Airport Terminal	23978
East Elmhurst, NY	40.7612683753	-73.8652253151	Neighborhood	4278
MTA Bus - M60 (LaGuardia Airport) - LGA stop	40.7738678392	-73.8723521281	Bus Line	1591
Yoga	40.7712051445	-73.8713414599	Yoga Studio	39
The Philly's Good Cheesesteak Sandwich	40.7733132022	-73.8713701722	Sandwich Place	5
Taxi 2d57	40.772176	-73.87041	None	2
Waterview nursing center	40.7715635031	-73.8706983047	None	3
Le trianon	40.771235	-73.8729272	Residential Building (Apartment / Condo)	4
Super Shuttle from La Guardia	40.770400757	-73.8694751556	Airport Tram	59
Best Buy Express Kiosk	40.7726992512	-73.8712380958	Electronics Store	10
Central Taxi Lot	40.772645	-73.869754	Parking	19
Cafe Trombino	40.7705665333	-73.87223495	Café	5
Taxi 1A67	40.7713884234	-73.8738566359	Moving Target	11
Go Airlink NYC	40.7737818732	-73.8724780083	Transportation Service	20
Terminal C	40.7709518319	-73.8647490193	Airport Terminal	40206
shoe	40.7705383301	-73.8724212646	Shoe Store	3
M60 to 125th St	40.7708801939	-73.8732020041	Moving Target	15
New York Airport Service	40.7736843745	-73.8721990585	Bus Line	136
Trombino Quad	40.770541203	-73.8724497492	College Quad	17
TSA Pre	40.774589099	-73.8742241475	Airport Terminal	304
A Taste Of Artichoke	40.7711832441	-73.8734489269	Pizza Place	23
Famous Famiglia Pizzeria	40.7718061374	-73.8736384255	Pizza Place	121
McDonald's	40.7730018798	-73.8722848892	Fast Food Restaurant	44
United Airlines (UA)	40.7734262682	-73.8727483546	Airport Terminal	57
Bodegas Murua	40.7716043689	-73.874130249	Vineyard	7
Pizza And Halal Fried Chicken	40.7735158294	-73.870899291	Fried Chicken Joint	3
The Unified Consciousness	40.7726757109	-73.8738336664	Monastery	4
LGA Lower Level Food Court	40.7737424952	-73.8724842037	Cafeteria	10
Southwest Airlines Ready Room	40.7721437201	-73.8741150425	None	41
Manny's Bar	40.773804	-73.872073	Bar	4
La Guardia Hotel New York	40.7701816677	-73.869733568	Housing Development	11
Inspiration Point At Overlooked Parked	40.770435	-73.872687	Park	1
Rimon Office	40.77174901	-73.87378122	Building	2
Comfort Inn Shuttle	40.77318	-73.8709	None	2
Frontier	40.7732766117	-73.872530143	None	6
Passenger Pick Up- Airtran	40.7737226797	-73.8723119312	None	6
Matrix Fitness Club	40.7707686446	-73.9038869484	Gym	8880
Rite Aid	40.77094	-73.903717	Pharmacy	2637
House Of Guitars	40.7683157699	-73.8947462785	General Entertainment	1590
The Black Vatican,  Black Label Society	40.768352177	-73.8947175697	General Entertainment	1146
Sunoco	40.7677691878	-73.9011240005	Gas Station	664
Jackson Hole	40.7675416701	-73.8992786407	Burger Joint	5170
Q69a MTA Bus Stop (Hazen & Ditmars)	40.7684895401	-73.8989606858	Bus Line	471
Sergio's Pizza	40.7692876726	-73.9007348436	Pizza Place	104
Matrix Fitness Club Parking Lot	40.770665	-73.903742	Parking	14
MTA Bus - Q69	40.7712460942	-73.8999252785	Bus Line	1436
Ultimate Sound Productions	40.768398	-73.895203	Music Venue	122
Antonio's Pizzeria and Wine Bar!	40.769989	-73.896357	Italian Restaurant	382
Verni's Garden Center	40.7678579223	-73.9004247978	Flower Shop	76
Express Laundromat	40.7698606034	-73.9017798093	Laundry Service	253
Ditmars Lumber	40.7679371072	-73.9000171442	Hardware Store	30
Jacks Box in Queens	40.768878	-73.899242	None	7
Xing Chef	40.7698818149	-73.9019393921	Chinese Restaurant	108
Sergio's Pizzeria & Gourmet Eatery	40.7690116311	-73.9007176189	Italian Restaurant	152
Ditmars Supermarket	40.7699838316	-73.9019750221	Food & Drink Shop	114
Augustana Evangelical Lutheran Church	40.7683677673	-73.8991470337	Church	9
Doctor's Wine & Spirits	40.7699510528	-73.9018888988	Winery	65
Loukoumi Taverna	40.7707394573	-73.9028879262	Greek Restaurant	1411
Beverly Hills Detailing Center	40.767332	-73.898415	Car Wash	37
GTI shop	40.7687279662	-73.9006257535	Automotive Shop	3
LGA AA Security	40.7675088455	-73.9012745519	Airport Terminal	23
M60 to laguardia	40.7675645332	-73.9012917766	Moving Target	46
VIP Limo	40.7685074478	-73.8988114032	Transportation Service	50
Berry Fresh Farms Supermarket	40.7702855614	-73.9041682813	Grocery Store	3693
Citgo	40.770082	-73.902429	Gas Station	181
Subway	40.7704991042	-73.9039041729	Sandwich Place	244
Beverly Hills Car Wash	40.7674827569	-73.8981740799	Car Wash	128
Astoria Bakery	40.7709713101	-73.9032726077	Bakery	243
Donhauser Florist	40.7672011243	-73.8977664216	None	4
MTA Q-69 Bus moving target	40.7694584358	-73.8962965479	Bus Line	86
CNT RESCUE TRAINING	40.769977032	-73.8964056405	Medical School	125
JEERS SERVICE STATION	40.769978	-73.90246	Gas Station	5
Krave Cafe & Grill	40.7708564708	-73.9031864851	Café	1558
Calla Lilly Nails	40.7709633056	-73.9034161454	Nail Salon	41
Ridgewood Savings Bank	40.7706130933	-73.9036345482	Bank	111
Eli's Deli & Grocery	40.7708904722	-73.9029912735	Deli / Bodega	336
MTA Q 101 (20th Ave & 49th Street)	40.7723087529	-73.895883144	Bus Station	215
Joe's coffee	40.7698964124	-73.8963137731	Coffee Shop	40
Porto Bello Pizza and Restaurant	40.7703919556	-73.9041395739	Italian Restaurant	2255
Mathnasium	40.770148	-73.904465	Student Center	10
Dunkin Donuts	40.7700393791	-73.8969740692	Coffee Shop	217
Rino Hair Salon	40.7699854244	-73.8965319581	Salon / Barbershop	39
The Pink Sneaker	40.769811984	-73.9020611453	Gym / Fitness Center	25
Westway Hostel	40.7672639952	-73.8968534935	Hostel	20
St. Francis Of Assisi Church	40.7723043099	-73.9010506306	Church	402
St Francis Of Assisi School	40.7718649778	-73.9004018314	Elementary School	106
Antonio's Pizzeria and Wine Bar!	40.769989	-73.896357	Italian Restaurant	382
Ultimate Sound Productions	40.768398	-73.895203	Music Venue	122
North queens	40.7679535533	-73.8944247397	Building	1721
MTA Bus - Q69	40.7712460942	-73.8999252785	Bus Line	1436
Antonio's Kitchen	40.7684756087	-73.8946888609	Pizza Place	1271
Ditmars Supermarket	40.7699838316	-73.9019750221	Food & Drink Shop	114
73rd St GCP Overpass	40.768260798	-73.8947290533	Bridge	857
LaGuardia Shopping Center	40.7682814909	-73.8948381467	Shopping Mall	1614
Friendly Bakery	40.768311317	-73.8946658939	Bakery	2320
11370	40.7682815885	-73.8947290533	Scenic Lookout	1442
Joe's coffee	40.7698964124	-73.8963137731	Coffee Shop	40
Tommy's Delicious Gourmet	40.7682975568	-73.8946084762	Deli / Bodega	750
CNT RESCUE TRAINING	40.769977032	-73.8964056405	Medical School	125
Rino Hair Salon	40.7699854244	-73.8965319581	Salon / Barbershop	39
The Black Vatican,  Black Label Society	40.768352177	-73.8947175697	General Entertainment	1146
House Of Guitars	40.7683157699	-73.8947462785	General Entertainment	1590
Rite Aid	40.77094	-73.903717	Pharmacy	2637
Ana's Dry Cleaning	40.768501	-73.894942	Laundry Service	70
Jackson Hole	40.7675416701	-73.8992786407	Burger Joint	5170
Gyro express	40.7700446318	-73.8963884153	Food	110
Tommy's	40.7681803321	-73.8946773774	Deli / Bodega	240
Fatty's boutique	40.7682249381	-73.8948438885	Women's Store	50
MTA Q-69 Bus moving target	40.7694584358	-73.8962965479	Bus Line	86
His and Hers Unisex	40.768674	-73.894645	Health & Beauty Service	2
Catholic War Veterans - Woodside	40.7682371778	-73.8947405368	Military Base	82
Nick's Deli	40.768330235	-73.8946544103	Deli / Bodega	1985
Q69a MTA Bus Stop (Hazen & Ditmars)	40.7684895401	-73.8989606858	Bus Line	471
St Micheals Cemetary	40.7683329877	-73.894711828	Cemetery	42
Ps 2 Alfred Zimberg School	40.7699371367	-73.8942295194	Student Center	260
Donhauser Florist	40.7672011243	-73.8977664216	None	4
Beverly Hills Detailing Center	40.767332	-73.898415	Car Wash	37
Q69 Ditmars Blvd. & 75th Street	40.7685674916	-73.8941950687	Bus Station	489
Dunkin Donuts	40.7700393791	-73.8969740692	Coffee Shop	217
Chris' Pad	40.7702261357	-73.8975252712	Beer Garden	2
Westway Hostel	40.7672639952	-73.8968534935	Hostel	20
MaMas House	40.7680521711	-73.8969051688	Building	3
Coffee Shop	40.7700305669	-73.8963424816	Coffee Shop	38
MTA Q 101 (20th Ave & 49th Street)	40.7723087529	-73.895883144	Bus Station	215
Beverly Hills Car Wash	40.7674827569	-73.8981740799	Car Wash	128
IWash Laundry	40.7705440281	-73.8934428944	Laundry Service	184
Augustana Evangelical Lutheran Church	40.7683677673	-73.8991470337	Church	9
Garden Bay Deli	40.77053	-73.89257	Deli / Bodega	7
S & J.P.	40.7668992782	-73.8946946027	Residential Building (Apartment / Condo)	31
Westway Motor Inn	40.7671337085	-73.8974678544	Motel	338
Verni's Garden Center	40.7678579223	-73.9004247978	Flower Shop	76
Gottes Cafe	40.7669159924	-73.8936245441	Sandwich Place	187
iWash Laundromat	40.7704818399	-73.8935864393	Laundromat	413
VIP Limo	40.7685074478	-73.8988114032	Transportation Service	50
48st Park	40.7725065612	-73.8972668954	Park	38
Ditmars Lumber	40.7679371072	-73.9000171442	Hardware Store	30
MTA Bus - Q69	40.7712460942	-73.8999252785	Bus Line	1436
11370	40.7682815885	-73.8947290533	Scenic Lookout	1442
73rd St GCP Overpass	40.768260798	-73.8947290533	Bridge	857
Q69 Ditmars Blvd. & 75th Street	40.7685674916	-73.8941950687	Bus Station	489
IWash Laundry	40.7705440281	-73.8934428944	Laundry Service	184
North queens	40.7679535533	-73.8944247397	Building	1721
Ultimate Sound Productions	40.768398	-73.895203	Music Venue	122
Friendly Bakery	40.768311317	-73.8946658939	Bakery	2320
Antonio's Kitchen	40.7684756087	-73.8946888609	Pizza Place	1271
LaGuardia Shopping Center	40.7682814909	-73.8948381467	Shopping Mall	1614
Trade Fair	40.7705247004	-73.8911174518	Supermarket	787
Tommy's Delicious Gourmet	40.7682975568	-73.8946084762	Deli / Bodega	750
Gyro express	40.7700446318	-73.8963884153	Food	110
The Black Vatican,  Black Label Society	40.768352177	-73.8947175697	General Entertainment	1146
House Of Guitars	40.7683157699	-73.8947462785	General Entertainment	1590
Nick's Deli	40.768330235	-73.8946544103	Deli / Bodega	1985
Tommy's	40.7681803321	-73.8946773774	Deli / Bodega	240
Catholic War Veterans - Woodside	40.7682371778	-73.8947405368	Military Base	82
Ana's Dry Cleaning	40.768501	-73.894942	Laundry Service	70
His and Hers Unisex	40.768674	-73.894645	Health & Beauty Service	2
Ps 2 Alfred Zimberg School	40.7699371367	-73.8942295194	Student Center	260
Antonio's Pizzeria and Wine Bar!	40.769989	-73.896357	Italian Restaurant	382
Fatty's boutique	40.7682249381	-73.8948438885	Women's Store	50
Garden Bay Deli	40.77053	-73.89257	Deli / Bodega	7
Shah's Newsstand	40.7704890228	-73.8918753769	Newsstand	823
St Micheals Cemetary	40.7683329877	-73.894711828	Cemetery	42
Chopsticks	40.7700913284	-73.893339542	Chinese Restaurant	128
Garden Bay Getty	40.76999	-73.893362	Automotive Shop	56
Espaço de Beleza Inovação	40.7697677612	-73.8927001953	Non-Profit	1
Carlos R. Lillo Park	40.7701537135	-73.8933797346	Plaza	90
Garden Bay Wines & Spirits	40.7702323129	-73.8915193821	Liquor Store	238
Chop Sticks Chinese	40.770548	-73.892537	Chinese Restaurant	66
Rite Aid	40.77094	-73.903717	Pharmacy	2637
Alex's  Barber Shop	40.7702888461	-73.8933338002	None	58
Fancy Nails	40.769926	-73.893333	Salon / Barbershop	15
American Gas	40.7702158836	-73.8914734473	Gas Station	183
Roma Caterers	40.7704063687	-73.8934027018	Gourmet Shop	80
Joe's coffee	40.7698964124	-73.8963137731	Coffee Shop	40
RL WORLD	40.768419234	-73.8935279846	None	1
Q-69 Bus	40.76987	-73.893425	Bus Line	47
CNT RESCUE TRAINING	40.769977032	-73.8964056405	Medical School	125
Gottes Cafe	40.7669159924	-73.8936245441	Sandwich Place	187
iWash Laundromat	40.7704818399	-73.8935864393	Laundromat	413
MTA - B69	40.76824	-73.89301321	Bus Line	7
Barclay Gardens	40.76845	-73.89025	Residential Building (Apartment / Condo)	121
Neptunes	40.7700321247	-73.8934486362	Gas Station	4
البيت ممدد كراعيني	40.768498	-73.89126	Building	4
Kesso Foods	40.770586	-73.892227	Greek Restaurant	9
MTA Bus Stop - Q19/M60 (Westbound)	40.7658838905	-73.8916457029	Bus Line	56
S & J.P.	40.7668992782	-73.8946946027	Residential Building (Apartment / Condo)	31
Barclay Gardens	40.76845	-73.89025	Residential Building (Apartment / Condo)	121
Trade Fair	40.7705247004	-73.8911174518	Supermarket	787
Avis Car Rental	40.7688628	-73.8876605	Rental Car Location	3252
MTA Bus - Q69	40.7712460942	-73.8999252785	Bus Line	1436
North queens	40.7679535533	-73.8944247397	Building	1721
J.J. Lally & Co	40.769257	-73.890034	Art Gallery	3
73rd St GCP Overpass	40.768260798	-73.8947290533	Bridge	857
The Chinese Porcelain Company	40.769329471	-73.8899805586	Art Gallery	7
The Bus Stop At 135th & Broadway	40.7693306138	-73.8898197853	Spanish Restaurant	6
Of Hand & Soul	40.769283	-73.889633	Office	74
Safeguard Self Storage	40.7692915197	-73.9083308128	Building	70
Urban Horizons - Whedco	40.769355	-73.889819	None	6
Friendly Bakery	40.768311317	-73.8946658939	Bakery	2320
Terminal A	40.7734733296	-73.8853812417	Airport Terminal	27703
Joe-Hynn Yang Courage & Joy, Inc	40.769167	-73.889908	Art Gallery	1
Our Savior Lutheran school	40.769283	-73.889929	School	12
11370	40.7682815885	-73.8947290533	Scenic Lookout	1442
American Gas	40.7702158836	-73.8914734473	Gas Station	183
PS 2	40.7693569831	-73.8897681082	School	1
Epstein's Paint Center	40.769232	-73.889739	Hardware Store	4
The Grand Concourse	40.769355	-73.889588	None	9
Shah's Newsstand	40.7704890228	-73.8918753769	Newsstand	823
Tommy's Delicious Gourmet	40.7682975568	-73.8946084762	Deli / Bodega	750
Hertz	40.768349	-73.887209	Rental Car Location	4302
McManus Memorial Park	40.7686199909	-73.8887690137	Park	573
LaGuardia Shopping Center	40.7682814909	-73.8948381467	Shopping Mall	1614
Garden Bay Deli	40.77053	-73.89257	Deli / Bodega	7
Garden Bay Wines & Spirits	40.7702323129	-73.8915193821	Liquor Store	238
The Black Vatican,  Black Label Society	40.768352177	-73.8947175697	General Entertainment	1146
House Of Guitars	40.7683157699	-73.8947462785	General Entertainment	1590
البيت ممدد كراعيني	40.768498	-73.89126	Building	4
Antonio's Kitchen	40.7684756087	-73.8946888609	Pizza Place	1271
LaGuardia Airport (LGA)	40.7716531197	-73.8676929474	Airport	1359068
Ana's Dry Cleaning	40.768501	-73.894942	Laundry Service	70
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Astoria Heights, NY	40.768566582	-73.8899633329	Neighborhood	142
United LGA>ORD	40.7673829864	-73.8885393361	Moving Target	5
Eitz Hadar Woodworking	40.769375	-73.889363	None	1
7-Eleven	40.7694807651	-73.8863012381	Convenience Store	32
Gyro express	40.7700446318	-73.8963884153	Food	110
Sovereign Bank	40.769181	-73.889216	None	5
Chop Sticks Chinese	40.770548	-73.892537	Chinese Restaurant	66
Acupuncture & Wellness Center	40.769086	-73.888854	Acupuncturist	1
The Stadium Sports Bar - Courtyard Mariott LGA	40.7676520025	-73.8881029479	Hotel Bar	60
Rocco's Brick Oven Pizzeria	40.7706862207	-73.8901805878	Pizza Place	350
Shell gas station LGA	40.769453	-73.886434	Gas Station	98
LGA MTCE	40.7691917419	-73.8883666992	Airport Gate	4
Renoir Cleaners	40.7705140497	-73.8908475838	Laundry Service	7
John Jewelry	40.770614	-73.89062	Watch Shop	2
IWash Laundry	40.7705440281	-73.8934428944	Laundry Service	184
Avis Car Rental	40.7688628	-73.8876605	Rental Car Location	3252
Hertz	40.768349	-73.887209	Rental Car Location	4302
Planeview Park	40.7672797145	-73.8848357475	Park	1338
Shell gas station LGA	40.769453	-73.886434	Gas Station	98
7-Eleven	40.7694807651	-73.8863012381	Convenience Store	32
Terminal A	40.7734733296	-73.8853812417	Airport Terminal	27703
McManus Memorial Park	40.7686199909	-73.8887690137	Park	573
Shorehaven Gym	40.7685359418	-73.8876321069	Gym	7
Astoria Heights, NY	40.768566582	-73.8899633329	Neighborhood	142
LGA Motorcycle Parking	40.7687516698	-73.8857315056	Parking	5
Harlem bound M60 bus	40.7696022733	-73.8860760268	Bus Line	29
Taxi 2T89	40.7681754426	-73.8864951935	None	6
butler hall 400 w 119NYC	40.7685241699	-73.8860549927	Residential Building (Apartment / Condo)	2
LGA MTCE	40.7691917419	-73.8883666992	Airport Gate	4
Seriously Civilized Taxi	40.7685199178	-73.8881201738	None	11
Taxi 1L41	40.767227906	-73.8866100336	Moving Target	3
MTA Bus - M60 (Upper West Side) - LGA	40.7686299939	-73.8862942233	Bus Line	245
M60 Ditmars and 81st St	40.767509	-73.888069	Bus Station	221
Little Caesars Pizza	40.7671515067	-73.8876952686	Pizza Place	82
M60 82nd St and Astoria	40.7675306605	-73.8878847535	Bus Station	36
